RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;;9782925141716;A mon frère- Grand Format;E. L. Karhu;;;La Peuplade;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/a-mon-frere-9782925141716.html;['Livres', 'Littérature', 'Romans'];21,00 €;pas de prix ebook;https://products-images.di-static.com/image/e-l-karhu-a-mon-frere/9782925141716-475x500-1.webp 1x;Date de parution|21/09/2023|Editeur|La Peuplade|ISBN|978-2-925141-71-6|EAN|9782925141716|Format|Grand Format|Présentation|Broché|Nb. de pages|296 pages|Poids|0.032 Kg|Dimensions|12,5 cm × 19,0 cm × 2,5 cm;978-2-925141-71-6;Grand Format;Broché;296 pages;0.032 Kg;12,5 cm × 19,0 cm × 2,5 cm;
RL;PREMIER ROMAN;9782491560669;Le Pair- Grand Format;Catherine Litique;Romans français;F;Le Réalgar;FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-pair-9782491560669.html;['Livres', 'Littérature', 'Romans'];12,00 €;pas de prix ebook;https://products-images.di-static.com/image/catherine-litique-le-pair/9782491560669-475x500-1.webp 1x,https://products-images.di-static.com/image/catherine-litique-le-pair/9782491560669-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Le Réalgar|ISBN|978-2-491560-66-9|EAN|9782491560669|Format|Grand Format|Présentation|Broché|Nb. de pages|92 pages|Poids|0.2 Kg|Dimensions|14,0 cm × 21,0 cm × 0,0 cm;978-2-491560-66-9;Grand Format;Broché;92 pages;0.2 Kg;14,0 cm × 21,0 cm × 0,0 cm;
;;9791092173772;A la rue- Grand Format;Juliette Keating;;;L'Ire des marges;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/a-la-rue-9791092173772.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/juliette-keating-a-la-rue/9791092173772-45x70-1.webp 1x,https://products-images.di-static.com/image/juliette-keating-a-la-rue/9791092173772-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|L'Ire des marges|Collection|Majuscules|ISBN|979-10-92173-77-2|EAN|9791092173772|Format|Grand Format|Présentation|Broché|Nb. de pages|144 pages|Poids|0.211 Kg|Dimensions|15,0 cm × 20,0 cm × 1,1 cm;979-10-92173-77-2;Grand Format;Broché;144 pages;0.211 Kg;15,0 cm × 20,0 cm × 1,1 cm;Majuscules
RL;NON;9782876237438;Guyane ou l'esclave marron- Grand Format;Philippe Martial;Romans français;M;Michel de Maule;FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/guyane-ou-l-esclave-marron-9782876237438.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/hachette-gaston-monnerville/9791035955809-200x303-1.webp 1x,https://products-images.di-static.com/image/hachette-gaston-monnerville/9791035955809-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Michel de Maule|ISBN|978-2-87623-743-8|EAN|9782876237438|Format|Grand Format|Présentation|Broché|Poids|0.198 Kg|Dimensions|14,0 cm × 20,5 cm × 1,3 cm;978-2-87623-743-8;Grand Format;Broché;;0.198 Kg;14,0 cm × 20,5 cm × 1,3 cm;
;;9782876237445;Le choral du veilleur- Grand Format;Philippe Martial;;;Michel de Maule;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-choral-du-veilleur-9782876237445.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/hachette-gaston-monnerville/9791035955809-200x303-1.webp 1x,https://products-images.di-static.com/image/hachette-gaston-monnerville/9791035955809-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Michel de Maule|ISBN|978-2-87623-744-5|EAN|9782876237445|Format|Grand Format|Présentation|Broché;978-2-87623-744-5;Grand Format;Broché;;;;
;;9782846213394;Filles, lorettes et courtisanes- Grand Format;Alexandre Dumas;;;Paris - Max Chaleil;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/filles-lorettes-et-courtisanes-9782846213394.html;['Livres', 'Littérature', 'Romans'];15,00 €;pas de prix ebook;https://products-images.di-static.com/image/alexandre-dumas-les-trois-mousquetaires/9782253008880-200x303-1.webp 1x,https://products-images.di-static.com/image/alexandre-dumas-les-trois-mousquetaires/9782253008880-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Paris - Max Chaleil|ISBN|978-2-84621-339-4|EAN|9782846213394|Format|Grand Format|Présentation|Broché;978-2-84621-339-4;Grand Format;Broché;;;;
;;9782362220883;Traveltone  - 250 shades of travel- Grand Format;Luc Hardy;;;Meroé;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/traveltone-9782362220883.html;['Livres', 'Littérature', 'Romans'];42,00 €;pas de prix ebook;https://products-images.di-static.com/image/madeleine-gilard-marinette-et-l-elephant/9782307112372-200x303-1.webp 1x,https://products-images.di-static.com/image/madeleine-gilard-marinette-et-l-elephant/9782307112372-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Meroé|ISBN|978-2-36222-088-3|EAN|9782362220883|Format|Grand Format|Présentation|Broché;978-2-36222-088-3;Grand Format;Broché;;;;
;;9782876237520;La vie en 9 jours- Grand Format;Denys Ridrimont;;;Michel de Maule;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/la-vie-en-9-jours-9782876237520.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/denys-ridrimont-l-animal-classique/9782876237018-200x303-1.webp 1x,https://products-images.di-static.com/image/denys-ridrimont-l-animal-classique/9782876237018-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Michel de Maule|ISBN|978-2-87623-752-0|EAN|9782876237520|Format|Grand Format|Présentation|Broché;978-2-87623-752-0;Grand Format;Broché;;;;
;;9782384090662;Des littératures de l’intranquillité- Grand Format;Lise Gauvin;;;Karthala;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/des-litteratures-de-l-intranquillite-9782384090662.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/lise-gauvin-litteratures-francophones/9782847883619-200x303-1.webp 1x;Date de parution|21/09/2023|Editeur|Karthala|Collection|Lettres du Sud|ISBN|978-2-38409-066-2|EAN|9782384090662|Format|Grand Format|Présentation|Broché|Nb. de pages|204 pages|Dimensions|13,5 cm × 21,5 cm × 0,0 cm;978-2-38409-066-2;Grand Format;Broché;204 pages;;13,5 cm × 21,5 cm × 0,0 cm;Lettres du Sud
RL;NON;9782221271391;Par la force des choses- Grand Format;Claire Norton;Romans français;F;Robert Laffont;FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/par-la-force-des-choses-9782221271391.html;['Livres', 'Littérature', 'Romans'];20,90 €;Ebook4,99 €;https://products-images.di-static.com/image/claire-norton-par-la-force-des-choses/9782221271407-70x95-1.webp 1x,https://products-images.di-static.com/image/claire-norton-par-la-force-des-choses/9782221271407-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Robert Laffont|ISBN|978-2-221-27139-1|EAN|9782221271391|Format|Grand Format|Présentation|Broché|Nb. de pages|33 pages|Poids|0.485 Kg|Dimensions|13,7 cm × 20,5 cm × 3,8 cm;978-2-221-27139-1;Grand Format;Broché;33 pages;0.485 Kg;13,7 cm × 20,5 cm × 3,8 cm;
;;9782258143494;Délits mineurs- Grand Format;Malin Persson Giolito;;;Presses de la Cité;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/delits-mineurs-9782258143494.html;['Livres', 'Littérature', 'Romans'];23,00 €;Ebook6,99 €;https://products-images.di-static.com/image/malin-persson-giolito-delits-mineurs/9782258151758-70x95-1.webp 1x,https://products-images.di-static.com/image/malin-persson-giolito-delits-mineurs/9782258151758-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Presses de la Cité|ISBN|978-2-258-14349-4|EAN|9782258143494|Format|Grand Format|Présentation|Broché|Nb. de pages|336 pages;978-2-258-14349-4;Grand Format;Broché;336 pages;;;
;;9782260056027;Quand j'ai quitté l'île Népawa- Grand Format;Julien Pelletier;;;Julliard;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/quand-j-ai-quitte-l-ile-nepawa-9782260056027.html;['Livres', 'Littérature', 'Romans'];20,00 €;Ebook13,99 €;https://products-images.di-static.com/image/julien-pelletier-quand-j-ai-quitte-l-ile-nepawa/9782260056034-70x95-1.webp 1x,https://products-images.di-static.com/image/julien-pelletier-quand-j-ai-quitte-l-ile-nepawa/9782260056034-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Julliard|ISBN|978-2-260-05602-7|EAN|9782260056027|Format|Grand Format|Présentation|Broché|Nb. de pages|240 pages|Poids|0.301 Kg|Dimensions|14,1 cm × 20,7 cm × 2,1 cm;978-2-260-05602-7;Grand Format;Broché;240 pages;0.301 Kg;14,1 cm × 20,7 cm × 2,1 cm;
;;9782350878447;Tentatives périlleuses- Grand Format;Charlotte Van den Broeck;;;Héloïse d'Ormesson;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/tentatives-perilleuses-9782350878447.html;['Livres', 'Littérature', 'Romans'];21,00 €;Ebook13,99 €;https://products-images.di-static.com/image/charlotte-van-den-broeck-tentatives-perilleuses/9782350878935-70x95-1.webp 1x,https://products-images.di-static.com/image/charlotte-van-den-broeck-tentatives-perilleuses/9782350878935-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Héloïse d'Ormesson|ISBN|978-2-35087-844-7|EAN|9782350878447|Format|Grand Format|Présentation|Broché|Nb. de pages|304 pages|Poids|0.304 Kg|Dimensions|14,4 cm × 20,3 cm × 2,4 cm;978-2-35087-844-7;Grand Format;Broché;304 pages;0.304 Kg;14,4 cm × 20,3 cm × 2,4 cm;
;;9782259316385;La pierre d'Orso- Grand Format;Xavier Champenois;;;Plon;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/la-pierre-d-orso-9782259316385.html;['Livres', 'Littérature', 'Romans'];21,00 €;pas de prix ebook;https://products-images.di-static.com/image/xavier-champenois-liquidation-en-bande-organisee/9791030202434-200x303-1.webp 1x,https://products-images.di-static.com/image/xavier-champenois-liquidation-en-bande-organisee/9791030202434-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Plon|ISBN|978-2-259-31638-5|EAN|9782259316385|Format|Grand Format|Présentation|Broché;978-2-259-31638-5;Grand Format;Broché;;;;
RL;NON;9782844184597;Musique Française  - Fantaisie pour la pluie- Grand Format;Mérédith Le Dez;Romans français;F;Part Commune (La);FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/musique-francaise-9782844184597.html;['Livres', 'Littérature', 'Romans'];17,90 €;pas de prix ebook;https://products-images.di-static.com/image/meredith-le-dez-le-coeur-mendiant/9782844183514-200x303-1.webp 1x,https://products-images.di-static.com/image/meredith-le-dez-le-coeur-mendiant/9782844183514-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Part Commune (La)|ISBN|978-2-84418-459-7|EAN|9782844184597|Format|Grand Format|Présentation|Broché|Nb. de pages|180 pages|Poids|0.233 Kg|Dimensions|14,0 cm × 20,5 cm × 1,3 cm;978-2-84418-459-7;Grand Format;Broché;180 pages;0.233 Kg;14,0 cm × 20,5 cm × 1,3 cm;
;;9791037509772;La parfaite tokyoïte- Grand Format;June Fujiwara;;;Arènes (Editions Les);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/la-parfaite-tokyoite-9791037509772.html;['Livres', 'Littérature', 'Romans'];15,00 €;Ebook10,99 €;https://products-images.di-static.com/image/june-fujiwara-la-parfaite-tokyoite/9791037510853-70x95-1.webp 1x,https://products-images.di-static.com/image/june-fujiwara-la-parfaite-tokyoite/9791037510853-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Arènes (Editions Les)|ISBN|979-10-375-0977-2|EAN|9791037509772|Format|Grand Format|Présentation|Broché|Nb. de pages|200 pages|Dimensions|0,1 cm × 0,1 cm × 0,1 cm;979-10-375-0977-2;Grand Format;Broché;200 pages;;0,1 cm × 0,1 cm × 0,1 cm;
;;9782749954875;Kaboul Beauté Institut- Grand Format;Sofia Amiri;;;Michel Lafon;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/kaboul-beaute-institut-9782749954875.html;['Livres', 'Littérature', 'Romans'];18,95 €;Ebook13,99 €;https://products-images.di-static.com/image/sofia-amiri-kaboul-beaute-institut/9782749955957-70x95-1.webp 1x,https://products-images.di-static.com/image/sofia-amiri-kaboul-beaute-institut/9782749955957-70x95-2.webp 2x;Date de parution|21/09/2023|Editeur|Michel Lafon|ISBN|978-2-7499-5487-5|EAN|9782749954875|Format|Grand Format|Présentation|Broché|Nb. de pages|288 pages|Poids|0.001 Kg|Dimensions|0,1 cm × 0,1 cm × 0,1 cm;978-2-7499-5487-5;Grand Format;Broché;288 pages;0.001 Kg;0,1 cm × 0,1 cm × 0,1 cm;
;;9782812939020;Cinq nuits avant l'arrivée des Américains- Grand Format;Roger Judenne;;;De Borée;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/cinq-nuits-avant-l-arrivee-des-americains-9782812939020.html;['Livres', 'Littérature', 'Romans'];21,40 €;Ebook9,99 €;https://products-images.di-static.com/image/roger-judenne-le-silence-des-rives/9782812929755-200x303-1.webp 1x,https://products-images.di-static.com/image/roger-judenne-le-silence-des-rives/9782812929755-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|De Borée|Collection|Terres d'écriture|ISBN|978-2-8129-3902-0|EAN|9782812939020|Format|Grand Format|Présentation|Broché;978-2-8129-3902-0;Grand Format;Broché;;;;Terres d'écriture
;;9782351789063;L'île au trésor- Grand Format;Robert Louis Stevenson;;;Gallmeister;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/l-ile-au-tresor-9782351789063.html;['Livres', 'Littérature', 'Romans'];32,00 €;pas de prix ebook;https://products-images.di-static.com/image/robert-louis-stevenson-l-ile-au-tresor/9782070651849-200x303-1.webp 1x,https://products-images.di-static.com/image/robert-louis-stevenson-l-ile-au-tresor/9782070651849-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Gallmeister|Collection|Litera|ISBN|978-2-35178-906-3|EAN|9782351789063|Format|Grand Format|Présentation|Broché|Nb. de pages|392 pages|Poids|0.412 Kg|Dimensions|12,0 cm × 19,2 cm × 2,7 cm;978-2-35178-906-3;Grand Format;Broché;392 pages;0.412 Kg;12,0 cm × 19,2 cm × 2,7 cm;Litera
;;9782919300693;Les guérisseurs- Grand Format;Amarnath Hosany;;;Atelier des nomades;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/les-guerisseurs-9782919300693.html;['Livres', 'Littérature', 'Romans'];13,00 €;pas de prix ebook;https://products-images.di-static.com/image/amarnath-hosany-contes-indiens-de-l-ile-maurice/9782919300617-200x303-1.webp 1x,https://products-images.di-static.com/image/amarnath-hosany-contes-indiens-de-l-ile-maurice/9782919300617-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Atelier des nomades|ISBN|978-2-919300-69-3|EAN|9782919300693|Format|Grand Format|Présentation|Broché|Nb. de pages|96 pages|Poids|0.12 Kg|Dimensions|12,0 cm × 18,5 cm × 0,7 cm;978-2-919300-69-3;Grand Format;Broché;96 pages;0.12 Kg;12,0 cm × 18,5 cm × 0,7 cm;
;;9782492918025;C’est toujours le même pas que l’on recommence- Grand Format;Sophie Valantoine;;;Heubi Editions;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/c-est-toujours-le-meme-pas-que-l-on-recommence-9782492918025.html;['Livres', 'Littérature', 'Romans'];14,90 €;pas de prix ebook;https://products-images.di-static.com/image/sophie-valantoine-l-atelier-du-jeans/9782416000324-200x303-1.webp 1x,https://products-images.di-static.com/image/sophie-valantoine-l-atelier-du-jeans/9782416000324-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Heubi Editions|ISBN|978-2-492918-02-5|EAN|9782492918025|Format|Grand Format|Présentation|Broché|Nb. de pages|250 pages|Dimensions|14,0 cm × 21,0 cm × 2,5 cm;978-2-492918-02-5;Grand Format;Broché;250 pages;;14,0 cm × 21,0 cm × 2,5 cm;
;;9791091555791;Nos vies ailleurs  - Tribulations d'une expatriée- Grand Format;Sylvie Aviyi;;;Atelier des cahiers;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/nos-vies-ailleurs-9791091555791.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/annabel-abbs-mefiez-vous-des-femmes-qui-marchent/9782080242563-200x303-1.webp 1x,https://products-images.di-static.com/image/annabel-abbs-mefiez-vous-des-femmes-qui-marchent/9782080242563-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Atelier des cahiers|ISBN|979-10-91555-79-1|EAN|9791091555791|Format|Grand Format|Présentation|Broché|Nb. de pages|160 pages|Dimensions|14,5 cm × 21,0 cm × 1,6 cm;979-10-91555-79-1;Grand Format;Broché;160 pages;;14,5 cm × 21,0 cm × 1,6 cm;
;;9782356982353;Chroniques Marseillaises Tome 3- Grand Format;Marius Karmo;;;Gaussen (Editions);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/chroniques-marseillaises-tome-3-9782356982353.html;['Livres', 'Littérature', 'Romans'];12,00 €;pas de prix ebook;https://products-images.di-static.com/image/marius-karmo-chroniques-marseillaises/9782356981707-200x303-1.webp 1x,https://products-images.di-static.com/image/marius-karmo-chroniques-marseillaises/9782356981707-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Gaussen (Editions)|ISBN|978-2-35698-235-3|EAN|9782356982353|Format|Grand Format|Présentation|Broché|Nb. de pages|112 pages|Poids|0.25 Kg|Dimensions|14,0 cm × 20,5 cm × 0,9 cm;978-2-35698-235-3;Grand Format;Broché;112 pages;0.25 Kg;14,0 cm × 20,5 cm × 0,9 cm;
;;9782492182143;Sentinelle du premier passage  - Témoignage d'une sage-femme martiniquaise- Grand Format;Laurence Gracienne;;;Atlantiques déchaînés;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/sentinelle-du-premier-passage-9782492182143.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-1.webp 1x,https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Atlantiques déchaînés|ISBN|978-2-492182-14-3|EAN|9782492182143|Format|Grand Format|Présentation|Broché|Nb. de pages|200 pages|Poids|0.275 Kg|Dimensions|15,0 cm × 21,5 cm × 1,5 cm;978-2-492182-14-3;Grand Format;Broché;200 pages;0.275 Kg;15,0 cm × 21,5 cm × 1,5 cm;
;;9782351789056;Le comte de Monte-Cristo  - Tomes 1 et 2- Grand Format;Alexandre Dumas;;;Gallmeister;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-comte-de-monte-cristo-9782351789056.html;['Livres', 'Littérature', 'Romans'];48,00 €;pas de prix ebook;https://products-images.di-static.com/image/alexandre-dumas-les-trois-mousquetaires/9782253008880-200x303-1.webp 1x,https://products-images.di-static.com/image/alexandre-dumas-les-trois-mousquetaires/9782253008880-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Gallmeister|Collection|Litera|ISBN|978-2-35178-905-6|EAN|9782351789056|Format|Grand Format|Présentation|Broché|Nb. de pages|2080 pages|Poids|1.236 Kg|Dimensions|12,3 cm × 19,3 cm × 7,5 cm;978-2-35178-905-6;Grand Format;Broché;2080 pages;1.236 Kg;12,3 cm × 19,3 cm × 7,5 cm;Litera
;;9782507058364;Les bobos- Grand Format;Myriam Leroy;;;Renaissance du Livre (La);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/les-bobos-9782507058364.html;['Livres', 'Littérature', 'Romans'];7,90 €;pas de prix ebook;https://products-images.di-static.com/image/myriam-leroy-le-mystere-de-la-femme-sans-tete/9782021515763-200x303-1.webp 1x,https://products-images.di-static.com/image/myriam-leroy-le-mystere-de-la-femme-sans-tete/9782021515763-200x303-2.webp 2x;Date de parution|21/09/2023|Editeur|Renaissance du Livre (La)|ISBN|978-2-507-05836-4|EAN|9782507058364|Format|Grand Format|Présentation|Relié|Nb. de pages|128 pages|Poids|0.2 Kg|Dimensions|12,0 cm × 18,0 cm × 1,2 cm;978-2-507-05836-4;Grand Format;Relié;128 pages;0.2 Kg;12,0 cm × 18,0 cm × 1,2 cm;
;;9782371265974;Avant la tempête- Grand Format;Camilla Simon;;;Editions Addictives;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/avant-la-tempete-9782371265974.html;['Livres', 'Littérature', 'Romans'];17,80 €;pas de prix ebook;https://products-images.di-static.com/image/melodie-chavin-fake-lovers/9782371265585-200x303-1.webp 1x;Date de parution|21/09/2023|Editeur|Editions Addictives|Collection|Adult romance|ISBN|978-2-37126-597-4|EAN|9782371265974|Format|Grand Format|Présentation|Broché|Poids|0.434 Kg|Dimensions|13,0 cm × 20,8 cm × 3,3 cm;978-2-37126-597-4;Grand Format;Broché;;0.434 Kg;13,0 cm × 20,8 cm × 3,3 cm;Adult romance
