RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;;9782330181710;Dictionnaire de mes amis recommandables- Grand Format;Jean-Michel Ribes;;;Actes Sud;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/dictionnaire-de-mes-amis-recommandables-9782330181710.html;['Livres', 'Littérature', 'Romans'];19,80 €;Ebook14,99 €;https://products-images.di-static.com/image/jean-michel-ribes-dictionnaire-de-mes-amis-recommandables/9782330181710-45x70-1.webp 1x,https://products-images.di-static.com/image/jean-michel-ribes-dictionnaire-de-mes-amis-recommandables/9782330181710-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|Collection|Un endroit où aller|ISBN|978-2-330-18171-0|EAN|9782330181710|Format|Grand Format|Présentation|Broché|Nb. de pages|224 pages|Dimensions|10,0 cm × 19,0 cm × 0,0 cm;978-2-330-18171-0;Grand Format;Broché;224 pages;;10,0 cm × 19,0 cm × 0,0 cm;Un endroit où aller
RL;NON;9782330181734;Je voudrais leur demander pardon, mais ils ne sont plus là- Grand Format;Mikolaj Grynberg;Romans étrangers;M;Actes Sud;Pologne;EUROPE;Polonais;Margot Carlier;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/je-voudrais-leur-demander-pardon-mais-ils-ne-sont-plus-la-9782330181734.html;['Livres', 'Littérature', 'Romans'];19,50 €;Ebook14,99 €;https://products-images.di-static.com/image/mikolaj-grynberg-je-voudrais-leur-demander-pardon-mais-ils-ne-sont-plus-la/9782330181734-45x70-1.webp 1x,https://products-images.di-static.com/image/mikolaj-grynberg-je-voudrais-leur-demander-pardon-mais-ils-ne-sont-plus-la/9782330181734-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|ISBN|978-2-330-18173-4|EAN|9782330181734|Format|Grand Format|Présentation|Broché|Nb. de pages|192 pages|Poids|0.14 Kg|Dimensions|10,0 cm × 18,9 cm × 1,3 cm;978-2-330-18173-4;Grand Format;Broché;192 pages;0.14 Kg;10,0 cm × 18,9 cm × 1,3 cm;
RL;NON;9782330181697;La ville introuvable- Grand Format;Yu Hua;Romans étrangers;M;Actes Sud;Chine;ASIE;Chinois;Angel Pino et Isabelle Rabut;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-ville-introuvable-9782330181697.html;['Livres', 'Littérature', 'Romans'];24,50 €;Ebook17,99 €;https://products-images.di-static.com/image/yu-hua-la-ville-introuvable/9782330181697-45x70-1.webp 1x,https://products-images.di-static.com/image/yu-hua-la-ville-introuvable/9782330181697-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|Collection|Littérature chinoise|ISBN|978-2-330-18169-7|EAN|9782330181697|Format|Grand Format|Présentation|Broché|Nb. de pages|480 pages|Poids|0.61 Kg|Dimensions|14,6 cm × 23,9 cm × 3,4 cm;978-2-330-18169-7;Grand Format;Broché;480 pages;0.61 Kg;14,6 cm × 23,9 cm × 3,4 cm;Littérature chinoise
RL;NON;9782330181727;Montevideo- Grand Format;Enrique Vila-Matas;Romans étrangers;M;Actes Sud;Espagne;EUROPE;Espagnol;André Gabastou;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/montevideo-9782330181727.html;['Livres', 'Littérature', 'Romans'];22,50 €;Ebook16,99 €;https://products-images.di-static.com/image/enrique-vila-matas-montevideo/9782330181727-45x70-1.webp 1x,https://products-images.di-static.com/image/enrique-vila-matas-montevideo/9782330181727-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|Collection|Littérature espagnole|ISBN|978-2-330-18172-7|EAN|9782330181727|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.258 Kg|Dimensions|11,6 cm × 21,5 cm × 2,0 cm;978-2-330-18172-7;Grand Format;Broché;272 pages;0.258 Kg;11,6 cm × 21,5 cm × 2,0 cm;Littérature espagnole
RL;NON;9782756114439;La maison squelette- Grand Format;Camille Patrice;Romans français;F;Léo Scheer;FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-maison-squelette-9782756114439.html;['Livres', 'Littérature', 'Romans'];19,00 €;Ebook11,99 €;https://products-images.di-static.com/image/camille-patrice-la-maison-squelette/9782756114439-45x70-1.webp 1x,https://products-images.di-static.com/image/camille-patrice-la-maison-squelette/9782756114439-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Léo Scheer|ISBN|978-2-7561-1443-9|EAN|9782756114439|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.28 Kg|Dimensions|12,6 cm × 18,9 cm × 2,1 cm;978-2-7561-1443-9;Grand Format;Broché;272 pages;0.28 Kg;12,6 cm × 18,9 cm × 2,1 cm;
RL;NON;9782080411457;London bridge- Grand Format;Louison;Romans français;F;Flammarion;FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/london-bridge-9782080411457.html;['Livres', 'Littérature', 'Romans'];20,00 €;Ebook14,99 €;https://products-images.di-static.com/image/louison-london-bridge/9782080411457-45x70-1.webp 1x,https://products-images.di-static.com/image/louison-london-bridge/9782080411457-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Flammarion|Collection|Littérature française|ISBN|978-2-08-041145-7|EAN|9782080411457|Format|Grand Format|Présentation|Broché|Nb. de pages|250 pages|Poids|0.24 Kg|Dimensions|13,5 cm × 20,9 cm × 1,6 cm;978-2-08-041145-7;Grand Format;Broché;250 pages;0.24 Kg;13,5 cm × 20,9 cm × 1,6 cm;Littérature française
;;9782330181086;Madame Hayat- Grand Format;Ahmet Altan;;;Actes Sud;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/madame-hayat-9782330181086.html;['Livres', 'Littérature', 'Romans'];8,50 €;pas de prix ebook;https://products-images.di-static.com/image/ahmet-altan-madame-hayat/9782330181086-45x70-1.webp 1x,https://products-images.di-static.com/image/ahmet-altan-madame-hayat/9782330181086-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|ISBN|978-2-330-18108-6|EAN|9782330181086|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.198 Kg|Dimensions|11,3 cm × 17,5 cm × 1,8 cm;978-2-330-18108-6;Grand Format;Broché;272 pages;0.198 Kg;11,3 cm × 17,5 cm × 1,8 cm;
RL;NON;9782268109350;Maresia- Grand Format;François Loïs Gautier;Romans français;M;Rocher (Editions du);FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/maresia-9782268109350.html;['Livres', 'Littérature', 'Romans'];19,00 €;Ebook13,99 €;https://products-images.di-static.com/image/francois-lois-gautier-maresia/9782268109350-475x500-1.webp 1x,https://products-images.di-static.com/image/francois-lois-gautier-maresia/9782268109350-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Rocher (Editions du)|ISBN|978-2-268-10935-0|EAN|9782268109350|Format|Grand Format|Présentation|Broché|Nb. de pages|380 pages|Poids|0.34 Kg|Dimensions|13,0 cm × 20,5 cm × 2,4 cm;978-2-268-10935-0;Grand Format;Broché;380 pages;0.34 Kg;13,0 cm × 20,5 cm × 2,4 cm;
;;9782017206989;Witch and God - Les Dieux du temps Tome 1- Grand Format;Liv Stone;;;Hlab;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/witch-and-god-les-dieux-du-temps-tome-1-le-chant-de-pasiphae-9782017206989.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/liv-stone-witch-and-god-les-dieux-du-temps-tome-1-le-chant-de-pasiphae/9782017206989-475x500-1.webp 1x,https://products-images.di-static.com/image/liv-stone-witch-and-god-les-dieux-du-temps-tome-1-le-chant-de-pasiphae/9782017206989-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Hlab|ISBN|978-2-01-720698-9|EAN|9782017206989|Format|Grand Format|Présentation|Broché|Nb. de pages|432 pages|Poids|0.44 Kg;978-2-01-720698-9;Grand Format;Broché;432 pages;0.44 Kg;;
;;9782227500945;Les endurants- Grand Format;Carlos Manuel Alvarez;;;Bayard;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/les-endurants-9782227500945.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/carlos-manuel-alvarez-les-endurants/9782227500945-475x500-1.webp 1x,https://products-images.di-static.com/image/carlos-manuel-alvarez-les-endurants/9782227500945-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Bayard|Collection|Bayard récits|ISBN|978-2-227-50094-5|EAN|9782227500945|Format|Grand Format|Présentation|Broché|Nb. de pages|416 pages|Poids|0.426 Kg|Dimensions|13,2 cm × 21,0 cm × 2,6 cm;978-2-227-50094-5;Grand Format;Broché;416 pages;0.426 Kg;13,2 cm × 21,0 cm × 2,6 cm;Bayard récits
;;9782381222394;La librairie Morisaki- Grand Format;Satoshi Yagisawa;;;Hauteville Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-librairie-morisaki-9782381222394.html;['Livres', 'Littérature', 'Romans'];16,95 €;Ebook9,99 €;https://products-images.di-static.com/image/satoshi-yagisawa-la-librairie-morisaki/9782381222394-45x70-1.webp 1x,https://products-images.di-static.com/image/satoshi-yagisawa-la-librairie-morisaki/9782381222394-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Hauteville Editions|ISBN|978-2-38122-239-4|EAN|9782381222394|Format|Grand Format|Présentation|Broché|Nb. de pages|384 pages|Poids|0.252 Kg|Dimensions|14,3 cm × 21,3 cm × 1,2 cm;978-2-38122-239-4;Grand Format;Broché;384 pages;0.252 Kg;14,3 cm × 21,3 cm × 1,2 cm;
;;9782382844564;Ma Champagne, mon pays- Grand Format;Daniel Rondeau;;;Equateurs;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/ma-champagne-mon-pays-9782382844564.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/daniel-rondeau-ma-champagne-mon-pays/9782382844564-475x500-1.webp 1x;Date de parution|06/09/2023|Editeur|Equateurs|ISBN|978-2-38284-456-4|EAN|9782382844564|Format|Grand Format|Présentation|Broché|Poids|0.192 Kg|Dimensions|14,1 cm × 20,6 cm × 1,3 cm;978-2-38284-456-4;Grand Format;Broché;;0.192 Kg;14,1 cm × 20,6 cm × 1,3 cm;
;;9782280494526;Gothikana- Grand Format;Runyx;;;Harlequin;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/gothikana-9782280494526.html;['Livres', 'Littérature', 'Romans'];18,90 €;Ebook9,99 €;https://products-images.di-static.com/image/runyx-gothikana/9782280494526-45x70-1.webp 1x,https://products-images.di-static.com/image/runyx-gothikana/9782280494526-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Harlequin|Collection|&H|ISBN|978-2-280-49452-6|EAN|9782280494526|Format|Grand Format|Présentation|Broché|Nb. de pages|432 pages|Poids|0.35 Kg|Dimensions|13,0 cm × 23,0 cm × 2,7 cm;978-2-280-49452-6;Grand Format;Broché;432 pages;0.35 Kg;13,0 cm × 23,0 cm × 2,7 cm;&H
;;9782227501102;Une mère étrangère- Grand Format;Danièle Laufer;;;Bayard;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/une-mere-etrangere-9782227501102.html;['Livres', 'Littérature', 'Romans'];17,00 €;pas de prix ebook;https://products-images.di-static.com/image/daniele-laufer-une-mere-etrangere/9782227501102-475x500-1.webp 1x,https://products-images.di-static.com/image/daniele-laufer-une-mere-etrangere/9782227501102-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Bayard|Collection|Bayard récits|ISBN|978-2-227-50110-2|EAN|9782227501102|Format|Grand Format|Présentation|Broché|Nb. de pages|144 pages|Poids|0.163 Kg|Dimensions|13,1 cm × 21,0 cm × 1,0 cm;978-2-227-50110-2;Grand Format;Broché;144 pages;0.163 Kg;13,1 cm × 21,0 cm × 1,0 cm;Bayard récits
;;9782382991633;Les ronces du sentier- Grand Format;Jeanine Berducat;;;Loupe (Editions de la);;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/les-ronces-du-sentier-edition-en-gros-caracteres-9782382991633.html;['Livres', 'Littérature', 'Romans'];22,90 €;pas de prix ebook;https://products-images.di-static.com/image/jeanine-berducat-les-ronces-du-sentier-edition-en-gros-caracteres/9782382991633-475x500-1.webp 1x,https://products-images.di-static.com/image/jeanine-berducat-les-ronces-du-sentier-edition-en-gros-caracteres/9782382991633-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Loupe (Editions de la)|ISBN|978-2-38299-163-3|EAN|9782382991633|Format|Grand Format|Présentation|Broché|Nb. de pages|378 pages|Poids|0.42 Kg|Dimensions|14,8 cm × 22,0 cm × 2,7 cm;978-2-38299-163-3;Grand Format;Broché;378 pages;0.42 Kg;14,8 cm × 22,0 cm × 2,7 cm;
;;9782382991602;Miss Eliza  - Volume 1- Grand Format;Annabel Abbs;;;Loupe (Editions de la);;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/miss-eliza-9782382991602.html;['Livres', 'Littérature', 'Romans'];21,10 €;pas de prix ebook;https://products-images.di-static.com/image/annabel-abbs-miss-eliza/9782382991602-475x500-1.webp 1x,https://products-images.di-static.com/image/annabel-abbs-miss-eliza/9782382991602-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Loupe (Editions de la)|ISBN|978-2-38299-160-2|EAN|9782382991602|Format|Grand Format|Présentation|Broché|Nb. de pages|388 pages|Poids|0.35 Kg|Dimensions|14,8 cm × 22,0 cm × 2,2 cm;978-2-38299-160-2;Grand Format;Broché;388 pages;0.35 Kg;14,8 cm × 22,0 cm × 2,2 cm;
;;9782382991657;Miss Eliza  - Volume 2- Grand Format;Annabel Abbs;;;Loupe (Editions de la);;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/miss-eliza-9782382991657.html;['Livres', 'Littérature', 'Romans'];21,10 €;pas de prix ebook;https://products-images.di-static.com/image/annabel-abbs-miss-eliza/9782382991657-475x500-1.webp 1x,https://products-images.di-static.com/image/annabel-abbs-miss-eliza/9782382991657-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Loupe (Editions de la)|ISBN|978-2-38299-165-7|EAN|9782382991657|Format|Grand Format|Présentation|Broché|Nb. de pages|388 pages|Poids|0.344 Kg|Dimensions|14,8 cm × 22,0 cm × 2,2 cm;978-2-38299-165-7;Grand Format;Broché;388 pages;0.344 Kg;14,8 cm × 22,0 cm × 2,2 cm;
;;9782824622699;Soldat du Reich- Grand Format;Carly Schabowski;;;City Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/soldat-du-reich-9782824622699.html;['Livres', 'Littérature', 'Romans'];8,50 €;pas de prix ebook;https://products-images.di-static.com/image/carly-schabowski-soldat-du-reich/9782824622699-475x500-1.webp 1x,https://products-images.di-static.com/image/carly-schabowski-soldat-du-reich/9782824622699-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|City Editions|ISBN|978-2-8246-2269-9|EAN|9782824622699|Format|Grand Format|Présentation|Broché|Nb. de pages|320 pages|Poids|0.218 Kg|Dimensions|11,0 cm × 17,8 cm × 1,8 cm;978-2-8246-2269-9;Grand Format;Broché;320 pages;0.218 Kg;11,0 cm × 17,8 cm × 1,8 cm;
RL;NON;9782234092174;La vie des ombres- Grand Format;Constance Rivière;Romans français;F;Stock;FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-vie-des-ombres-9782234092174.html;['Livres', 'Littérature', 'Romans'];20,90 €;Ebook14,99 €;https://products-images.di-static.com/image/constance-riviere-la-vie-des-ombres/9782234092174-45x70-1.webp 1x,https://products-images.di-static.com/image/constance-riviere-la-vie-des-ombres/9782234092174-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Stock|Collection|La Bleue|ISBN|978-2-234-09217-4|EAN|9782234092174|Format|Grand Format|Présentation|Broché|Nb. de pages|270 pages|Poids|0.316 Kg|Dimensions|13,6 cm × 21,7 cm × 2,1 cm;978-2-234-09217-4;Grand Format;Broché;270 pages;0.316 Kg;13,6 cm × 21,7 cm × 2,1 cm;La Bleue
;;9782376715634;Résilience  - Abandonner n'est pas une option- Grand Format;Loury Lag;;;EPA Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/resilience-9782376715634.html;['Livres', 'Littérature', 'Romans'];28,00 €;pas de prix ebook;https://products-images.di-static.com/image/loury-lag-resilience/9782376715634-45x70-1.webp 1x,https://products-images.di-static.com/image/loury-lag-resilience/9782376715634-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|EPA Editions|ISBN|978-2-37671-563-4|EAN|9782376715634|Format|Grand Format|Présentation|Broché|Nb. de pages|224 pages|Poids|1.018 Kg|Dimensions|19,6 cm × 26,3 cm × 2,3 cm;978-2-37671-563-4;Grand Format;Broché;224 pages;1.018 Kg;19,6 cm × 26,3 cm × 2,3 cm;
;;9782746527140;Débris lumineux- Grand Format;Gustaf Sobin;;;Le Pommier;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/debris-lumineux-9782746527140.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/gustaf-sobin-debris-lumineux/9782746527140-475x500-1.webp 1x;Date de parution|06/09/2023|Editeur|Le Pommier|ISBN|978-2-7465-2714-0|EAN|9782746527140|Format|Grand Format|Présentation|Broché|Poids|0.318 Kg|Dimensions|13,5 cm × 20,0 cm × 2,2 cm;978-2-7465-2714-0;Grand Format;Broché;;0.318 Kg;13,5 cm × 20,0 cm × 2,2 cm;
;;9782364529571;Cet amour inconnu d’où monte la parole- Grand Format;Eric de Rus;;;Saint-Léger Editions;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/cet-amour-inconnu-d-ou-monte-la-parole-9782364529571.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/eric-de-rus-cet-amour-inconnu-d-ou-monte-la-parole/9782364529571-475x500-1.webp 1x,https://products-images.di-static.com/image/eric-de-rus-cet-amour-inconnu-d-ou-monte-la-parole/9782364529571-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Saint-Léger Editions|ISBN|978-2-36452-957-1|EAN|9782364529571|Format|Grand Format|Présentation|Relié|Nb. de pages|202 pages|Poids|0.29 Kg|Dimensions|14,0 cm × 19,5 cm × 1,3 cm;978-2-36452-957-1;Grand Format;Relié;202 pages;0.29 Kg;14,0 cm × 19,5 cm × 1,3 cm;
RL;NON;9782226474902;La sentence- Grand Format;Louise Erdrich;Romans étrangers;F;Albin Michel;USA;NORTH AMERICA;Américain;Sarah Gurcel;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-sentence-9782226474902.html;['Livres', 'Littérature', 'Romans'];23,90 €;Ebook15,99 €;https://products-images.di-static.com/image/louise-erdrich-la-sentence/9782226474902-45x70-1.webp 1x,https://products-images.di-static.com/image/louise-erdrich-la-sentence/9782226474902-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Albin Michel|Collection|Terres d'Amérique|ISBN|978-2-226-47490-2|EAN|9782226474902|Format|Grand Format|Présentation|Broché|Nb. de pages|448 pages|Poids|0.56 Kg|Dimensions|15,0 cm × 22,0 cm × 3,3 cm;978-2-226-47490-2;Grand Format;Broché;448 pages;0.56 Kg;15,0 cm × 22,0 cm × 3,3 cm;Terres d'Amérique
RL;PREMIER ROMAN;9782226480347;Frères- Grand Format;Alexandre Jardin;Romans français;M;Albin Michel;FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/freres-9782226480347.html;['Livres', 'Littérature', 'Romans'];19,90 €;Ebook13,99 €;https://products-images.di-static.com/image/alexandre-jardin-freres/9782226480347-475x500-1.webp 1x,https://products-images.di-static.com/image/alexandre-jardin-freres/9782226480347-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Albin Michel|ISBN|978-2-226-48034-7|EAN|9782226480347|Format|Grand Format|Présentation|Broché|Nb. de pages|176 pages|Poids|0.258 Kg|Dimensions|14,2 cm × 20,5 cm × 1,7 cm;978-2-226-48034-7;Grand Format;Broché;176 pages;0.258 Kg;14,2 cm × 20,5 cm × 1,7 cm;
RL;NON;9782226486554;Les Allumettes suédoise suivi de Les sucettes à la menthe et Les noisettes sauvages- Grand Format;Robert Sabatier;Romans français;M;Albin Michel;FRANCE;EUROPE;VF;-;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/les-allumettes-suedoise-suivi-de-les-sucettes-a-la-menthe-et-les-noisettes-sauvages-9782226486554.html;['Livres', 'Littérature', 'Romans'];25,90 €;Ebook17,99 €;https://products-images.di-static.com/image/robert-sabatier-les-allumettes-suedoise-suivi-de-les-sucettes-a-la-menthe-et-les-noisettes-sauvages/9782226486554-475x500-1.webp 1x,https://products-images.di-static.com/image/robert-sabatier-les-allumettes-suedoise-suivi-de-les-sucettes-a-la-menthe-et-les-noisettes-sauvages/9782226486554-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|Albin Michel|ISBN|978-2-226-48655-4|EAN|9782226486554|Format|Grand Format|Présentation|Broché|Nb. de pages|704 pages|Poids|0.834 Kg|Dimensions|15,0 cm × 22,0 cm × 4,2 cm;978-2-226-48655-4;Grand Format;Broché;704 pages;0.834 Kg;15,0 cm × 22,0 cm × 4,2 cm;
;;9782017251293;Witch and God - Les dieux du temps  - Tome 1, Le chant de Pasiphaé- Grand Format;Liv Stone;;;BMR;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/witch-and-god-les-dieux-du-temps-9782017251293.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/liv-stone-witch-and-god-les-dieux-du-temps/9782017251293-475x500-1.webp 1x,https://products-images.di-static.com/image/liv-stone-witch-and-god-les-dieux-du-temps/9782017251293-475x500-2.webp 2x;Date de parution|06/09/2023|Editeur|BMR|ISBN|978-2-01-725129-3|EAN|9782017251293|Format|Grand Format|Présentation|Broché|Nb. de pages|448 pages|Poids|0.545 Kg;978-2-01-725129-3;Grand Format;Broché;448 pages;0.545 Kg;;
RL;NON;9782330181222;La cité de la victoire- Grand Format;Salman Rushdie;Romans étrangers;M;Actes Sud;Angleterre;EUROPE;Anglais;Gérard Meudal;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/la-cite-de-la-victoire-9782330181222.html;['Livres', 'Littérature', 'Romans'];23,00 €;Ebook16,99 €;https://products-images.di-static.com/image/salman-rushdie-la-cite-de-la-victoire/9782330181222-45x70-1.webp 1x,https://products-images.di-static.com/image/salman-rushdie-la-cite-de-la-victoire/9782330181222-45x70-2.webp 2x;Date de parution|06/09/2023|Editeur|Actes Sud|ISBN|978-2-330-18122-2|EAN|9782330181222|Format|Grand Format|Présentation|Broché|Nb. de pages|336 pages|Poids|0.434 Kg|Dimensions|14,5 cm × 23,9 cm × 2,5 cm;978-2-330-18122-2;Grand Format;Broché;336 pages;0.434 Kg;14,5 cm × 23,9 cm × 2,5 cm;
;;9782406149903;Chronique de la Grande Guerre- Grand Format;Maurice Barrès;;;Classiques Garnier;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/chronique-de-la-grande-guerre-9782406149903.html;['Livres', 'Littérature', 'Romans'];98,00 €;pas de prix ebook;https://products-images.di-static.com/image/robert-badinter-demain-vous-voterez-l-abolition-de-la-peine-de-mort/9782757815021-200x303-1.webp 1x,https://products-images.di-static.com/image/robert-badinter-demain-vous-voterez-l-abolition-de-la-peine-de-mort/9782757815021-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Classiques Garnier|Collection|Bibliothèque littérature XXe s|ISBN|978-2-406-14990-3|EAN|9782406149903|Format|Grand Format|Présentation|Relié|Nb. de pages|1048 pages|Poids|0.001 Kg;978-2-406-14990-3;Grand Format;Relié;1048 pages;0.001 Kg;;Bibliothèque littérature XXe s
;;9782406150572;Voyages du cousin Jacques dans la Lune et les planètes (1786-1789)- Grand Format;Louis-Abel Beffroy de Reigny;;;Classiques Garnier;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/voyages-du-cousin-jacques-dans-la-lune-et-les-planetes-1786-1789-9782406150572.html;['Livres', 'Littérature', 'Romans'];94,00 €;pas de prix ebook;https://products-images.di-static.com/image/hachette-les-ailes-de-l-amour-comedie-en-un-acte-en-vers-et-en-vaudevilles-melee-d-airs-nouveaux/9782012730816-200x303-1.webp 1x,https://products-images.di-static.com/image/hachette-les-ailes-de-l-amour-comedie-en-un-acte-en-vers-et-en-vaudevilles-melee-d-airs-nouveaux/9782012730816-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Classiques Garnier|Collection|Lire le dix-huitième siècle|ISBN|978-2-406-15057-2|EAN|9782406150572|Format|Grand Format|Présentation|Relié|Nb. de pages|408 pages|Poids|0.001 Kg;978-2-406-15057-2;Grand Format;Relié;408 pages;0.001 Kg;;Lire le dix-huitième siècle
;;9791028119195;Les Aigles de l'Empire Tome 5- Grand Format;Simon Scarrow;;;Bragelonne;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/les-aigles-de-l-empire-tome-5-la-proie-de-l-aigle-9791028119195.html;['Livres', 'Littérature', 'Romans'];25,00 €;Ebook12,99 €;https://products-images.di-static.com/image/simon-scarrow-les-aigles-de-l-empire-tome-5-la-proie-de-l-aigle/9791028114398-70x95-1.webp 1x,https://products-images.di-static.com/image/simon-scarrow-les-aigles-de-l-empire-tome-5-la-proie-de-l-aigle/9791028114398-70x95-2.webp 2x;Date de parution|06/09/2023|Editeur|Bragelonne|Collection|Bragelonne Historique|ISBN|979-10-281-1919-5|EAN|9791028119195|Format|Grand Format|Présentation|Broché|Nb. de pages|456 pages|Poids|0.602 Kg|Dimensions|15,5 cm × 23,8 cm × 3,3 cm;979-10-281-1919-5;Grand Format;Broché;456 pages;0.602 Kg;15,5 cm × 23,8 cm × 3,3 cm;Bragelonne Historique
;;9782406149897;Chronique de la Grande Guerre- Grand Format;Maurice Barrès;;;Classiques Garnier;;;;;2023-09-06 00:00:00;;;https://www.decitre.fr/livres/chronique-de-la-grande-guerre-9782406149897.html;['Livres', 'Littérature', 'Romans'];48,00 €;pas de prix ebook;https://products-images.di-static.com/image/robert-badinter-demain-vous-voterez-l-abolition-de-la-peine-de-mort/9782757815021-200x303-1.webp 1x,https://products-images.di-static.com/image/robert-badinter-demain-vous-voterez-l-abolition-de-la-peine-de-mort/9782757815021-200x303-2.webp 2x;Date de parution|06/09/2023|Editeur|Classiques Garnier|Collection|Bibliothèque littérature XXe s|ISBN|978-2-406-14989-7|EAN|9782406149897|Format|Grand Format|Présentation|Broché|Nb. de pages|1048 pages|Poids|1.198 Kg|Dimensions|15,0 cm × 22,0 cm × 4,6 cm;978-2-406-14989-7;Grand Format;Broché;1048 pages;1.198 Kg;15,0 cm × 22,0 cm × 4,6 cm;Bibliothèque littérature XXe s
